line_no,db_id,question,fail_cat,agg_ok,sel_ok,cond_ok,em,pred_sql,gold_sql,gold_struct,pred_struct
1565,1-2417741-1,When cary middlecoff is the winner how many pars are there?,agg,False,True,True,False,SELECT par FROM wikisql_data WHERE winner = 'Cary Middlecoff',SELECT COUNT(col5) FROM table WHERE col2 = 'Cary Middlecoff',"{'agg': 3, 'sel': 5, 'conds': [[2, 0, 'cary middlecoff']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[2, 0, 'cary middlecoff']], 'count_star': False}"
1585,1-24291077-4,How many episodes aired in Sydney in Week 3?,agg,False,True,True,False,SELECT sydney FROM wikisql_data WHERE week = 3,SELECT COUNT(col1) FROM table WHERE col0 = 3,"{'agg': 3, 'sel': 1, 'conds': [[0, 0, 3]], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[0, 0, 3]], 'count_star': False}"
1592,1-24319661-3,How many millions of people in the US watched when Kevin Bray was director?,agg,False,True,True,False,"SELECT SUM(CAST(REPLACE(u_s_viewers_million, ',', '') AS REAL)) FROM wikisql_data WHERE directed_by = 'Kevin Bray'",SELECT col5 FROM table WHERE col3 = 'Kevin Bray',"{'agg': 0, 'sel': 5, 'conds': [[3, 0, 'kevin bray']], 'count_star': False}","{'agg': 4, 'sel': 5, 'conds': [[3, 0, 'kevin bray']], 'count_star': False}"
1613,1-24491017-1,How many podiums when he was in the british f3 national class series?,agg,False,True,True,False,SELECT podiums FROM wikisql_data WHERE series = 'British F3 National Class',SELECT COUNT(col7) FROM table WHERE col1 = 'British F3 National Class',"{'agg': 3, 'sel': 7, 'conds': [[1, 0, 'british f3 national class']], 'count_star': False}","{'agg': 0, 'sel': 7, 'conds': [[1, 0, 'british f3 national class']], 'count_star': False}"
1622,1-24565004-15,List the number of active years for attaquant.,agg,False,True,True,False,SELECT COUNT(period) FROM wikisql_data WHERE position = 'attaquant',SELECT col2 FROM table WHERE col1 = 'Attaquant',"{'agg': 0, 'sel': 2, 'conds': [[1, 0, 'attaquant']], 'count_star': False}","{'agg': 3, 'sel': 2, 'conds': [[1, 0, 'attaquant']], 'count_star': False}"
1651,1-2500440-1,What place is there a change of -19.3?,agg,False,True,True,False,SELECT name FROM wikisql_data WHERE change = '-19.3',SELECT COUNT(col0) FROM table WHERE col4 = '-19.3',"{'agg': 3, 'sel': 0, 'conds': [[4, 0, -19.3]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[4, 0, -19.3]], 'count_star': False}"
1660,1-25037577-1,How many high school principals were there in 2000-2001?,agg,False,True,True,False,SELECT COUNT(high_school_principal) FROM wikisql_data WHERE year = '2000-2001',SELECT col5 FROM table WHERE col0 = '2000-2001',"{'agg': 0, 'sel': 5, 'conds': [[0, 0, '2000-2001']], 'count_star': False}","{'agg': 3, 'sel': 5, 'conds': [[0, 0, '2000-2001']], 'count_star': False}"
1737,1-25548630-1,How many F.L. are listed for Formula Three Euroseries?,agg,False,True,True,False,SELECT SUM(f_l) FROM wikisql_data WHERE series = 'Formula Three Euroseries',SELECT COUNT(col6) FROM table WHERE col1 = 'Formula Three Euroseries',"{'agg': 3, 'sel': 6, 'conds': [[1, 0, 'formula three euroseries']], 'count_star': False}","{'agg': 4, 'sel': 6, 'conds': [[1, 0, 'formula three euroseries']], 'count_star': False}"
1740,1-25548630-1,How many points does Marussia Manor Racing have?,agg,False,True,True,False,SELECT points FROM wikisql_data WHERE team = 'Marussia Manor Racing',SELECT COUNT(col8) FROM table WHERE col2 = 'Marussia Manor Racing',"{'agg': 3, 'sel': 8, 'conds': [[2, 0, 'marussia manor racing']], 'count_star': False}","{'agg': 0, 'sel': 8, 'conds': [[2, 0, 'marussia manor racing']], 'count_star': False}"
1743,1-255812-1,What is the total quantity of populace (2010) where location (km²) is 134.51,agg,False,True,True,False,SELECT SUM(population_2010) FROM wikisql_data WHERE area_km² = '134.51',SELECT COUNT(col4) FROM table WHERE col3 = '134.51',"{'agg': 3, 'sel': 4, 'conds': [[3, 0, 134.51]], 'count_star': False}","{'agg': 4, 'sel': 4, 'conds': [[3, 0, 134.51]], 'count_star': False}"
1802,1-25818630-2,How many votes were cast when the constituency was midlothian?,agg,False,True,True,False,SELECT SUM(votes_cast) FROM wikisql_data WHERE constituency = 'midlothian',SELECT col3 FROM table WHERE col0 = 'Midlothian',"{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'midlothian']], 'count_star': False}","{'agg': 4, 'sel': 3, 'conds': [[0, 0, 'midlothian']], 'count_star': False}"
1812,1-25933764-1,"If the skip is Kelly Scott, what is the PF total number?",agg,False,True,True,False,SELECT SUM(pf) FROM wikisql_data WHERE skip = 'Kelly Scott',SELECT COUNT(col4) FROM table WHERE col1 = 'Kelly Scott',"{'agg': 3, 'sel': 4, 'conds': [[1, 0, 'kelly scott']], 'count_star': False}","{'agg': 4, 'sel': 4, 'conds': [[1, 0, 'kelly scott']], 'count_star': False}"
1832,1-2618142-1,the first episode in this season had what number in the series? ,agg,False,True,True,False,SELECT no_in_series FROM wikisql_data WHERE no_in_season = 1,SELECT MIN(col0) FROM table,"{'agg': 2, 'sel': 0, 'conds': [], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 1]], 'count_star': False}"
1845,1-261951-1,What is the population density for the city of lubang?,agg,False,True,True,False,SELECT pop_density_per_km² FROM wikisql_data WHERE municipality = 'Lubang',SELECT COUNT(col4) FROM table WHERE col0 = 'Lubang',"{'agg': 3, 'sel': 4, 'conds': [[0, 0, 'lubang']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'lubang']], 'count_star': False}"
1885,1-26375386-23,How many public is there for the couple that got eliminated?,agg,False,True,True,False,SELECT SUM(public) FROM wikisql_data WHERE result = 'Eliminated',SELECT MAX(col3) FROM table WHERE col6 = 'Eliminated',"{'agg': 1, 'sel': 3, 'conds': [[6, 0, 'eliminated']], 'count_star': False}","{'agg': 4, 'sel': 3, 'conds': [[6, 0, 'eliminated']], 'count_star': False}"
1887,1-26375386-23,What was the maximum rank for the vote percentage of 5.6%,agg,False,True,True,False,SELECT MAX(rank) FROM wikisql_data WHERE vote_percentage = '5.6%',SELECT MIN(col0) FROM table WHERE col5 = '5.6%',"{'agg': 2, 'sel': 0, 'conds': [[5, 0, 5.6]], 'count_star': False}","{'agg': 1, 'sel': 0, 'conds': [[5, 0, 5.6]], 'count_star': False}"
1889,1-26375386-23,What is the number of public that was there when the vote percentage was 22.9%?,agg,False,True,True,False,SELECT public FROM wikisql_data WHERE vote_percentage = '22.9%',SELECT COUNT(col3) FROM table WHERE col5 = '22.9%',"{'agg': 3, 'sel': 3, 'conds': [[5, 0, 22.9]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[5, 0, 22.9]], 'count_star': False}"
1890,1-26375386-23,What was the total number when the vote percentage was 44.8%?,agg,False,True,True,False,SELECT total FROM wikisql_data WHERE vote_percentage = '44.8%',SELECT COUNT(col4) FROM table WHERE col5 = '44.8%',"{'agg': 3, 'sel': 4, 'conds': [[5, 0, 44.8]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[5, 0, 44.8]], 'count_star': False}"
1897,1-26400041-2,"if the peak is 9, how many weeks was it in the top 10?",agg,False,True,True,False,SELECT AVG(weeks_in_top_10) FROM wikisql_data WHERE peak = 9,SELECT MAX(col1) FROM table WHERE col4 = 9,"{'agg': 1, 'sel': 1, 'conds': [[4, 0, 9]], 'count_star': False}","{'agg': 5, 'sel': 1, 'conds': [[4, 0, 9]], 'count_star': False}"
1978,1-26847237-2,How many games were played where the height of the player is 1.92m?,agg,False,True,True,False,SELECT SUM(games) FROM wikisql_data WHERE height = '1.92m',SELECT COUNT(col7) FROM table WHERE col5 = '1.92m',"{'agg': 3, 'sel': 7, 'conds': [[5, 0, '1.92m']], 'count_star': False}","{'agg': 4, 'sel': 7, 'conds': [[5, 0, '1.92m']], 'count_star': False}"
1984,1-26860595-2,How many texture (gt/s) the card has if the tdp (watts) GPU only is 18?,agg,False,True,True,False,SELECT texture_gt_s FROM wikisql_data WHERE tdp_watts_gpu_only = '18',SELECT COUNT(col11) FROM table WHERE col18 = '18',"{'agg': 3, 'sel': 11, 'conds': [[18, 0, 18]], 'count_star': False}","{'agg': 0, 'sel': 11, 'conds': [[18, 0, 18]], 'count_star': False}"
2043,1-27361255-1,What is the enrollment for the Redhawks?,agg,False,True,True,False,SELECT enrollment FROM wikisql_data WHERE team_nickname = 'Redhawks',SELECT COUNT(col4) FROM table WHERE col5 = 'RedHawks',"{'agg': 3, 'sel': 4, 'conds': [[5, 0, 'redhawks']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[5, 0, 'redhawks']], 'count_star': False}"
2061,1-27501030-3,What was the score for the opponent florida panthers?,agg,False,True,True,False,SELECT score FROM wikisql_data WHERE opponent = 'Florida Panthers',SELECT COUNT(col3) FROM table WHERE col2 = 'Florida Panthers',"{'agg': 3, 'sel': 3, 'conds': [[2, 0, 'florida panthers']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'florida panthers']], 'count_star': False}"
2094,1-27615520-1,What is the ramsan-810 transfer delay?,agg,False,True,True,False,SELECT latency_microseconds FROM wikisql_data WHERE product_name = 'Ramsan-810',SELECT COUNT(col5) FROM table WHERE col0 = 'RamSan-810',"{'agg': 3, 'sel': 5, 'conds': [[0, 0, 'ramsan-810']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[0, 0, 'ramsan-810']], 'count_star': False}"
2104,1-27704187-8,How many high rebounds are listed for game 35?,agg,False,True,True,False,SELECT high_rebounds FROM wikisql_data WHERE game = 35,SELECT COUNT(col5) FROM table WHERE col0 = 35,"{'agg': 3, 'sel': 5, 'conds': [[0, 0, 35]], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[0, 0, 35]], 'count_star': False}"
2111,1-27713583-6,What game number is the Washington team.,agg,False,True,True,False,SELECT game FROM wikisql_data WHERE team = 'Washington',SELECT COUNT(col0) FROM table WHERE col2 = 'Washington',"{'agg': 3, 'sel': 0, 'conds': [[2, 0, 'washington']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'washington']], 'count_star': False}"
2131,1-27733909-7,Name the number of high rebounds for january 5,agg,False,True,True,False,SELECT high_rebounds FROM wikisql_data WHERE date = 'January 5',SELECT COUNT(col5) FROM table WHERE col1 = 'January 5',"{'agg': 3, 'sel': 5, 'conds': [[1, 0, 'january 5']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[1, 0, 'january 5']], 'count_star': False}"
2196,1-28211674-3,When and where did Eddie Smith win the mixed veteran?,agg,False,True,True,False,SELECT date_location FROM wikisql_data WHERE mixed_veteran = 'Eddie Smith',SELECT COUNT(col0) FROM table WHERE col6 = 'Eddie Smith',"{'agg': 3, 'sel': 0, 'conds': [[6, 0, 'eddie smith']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[6, 0, 'eddie smith']], 'count_star': False}"
2274,1-28884858-1,How many home games are listed when the average attendance is 79475?,agg,False,True,True,False,SELECT home_games FROM wikisql_data WHERE average_attendance = 79475,SELECT COUNT(col2) FROM table WHERE col3 = 79475,"{'agg': 3, 'sel': 2, 'conds': [[3, 0, 79475]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[3, 0, 79475]], 'count_star': False}"
2275,1-28884858-1,How many average attendance has a capacity percentage of 96.5%,agg,False,True,True,False,SELECT average_attendance FROM wikisql_data WHERE capacity_percentage = '96.5%',SELECT COUNT(col3) FROM table WHERE col5 = '96.5%',"{'agg': 3, 'sel': 3, 'conds': [[5, 0, 96.5]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[5, 0, 96.5]], 'count_star': False}"
2284,1-28891101-3,What is the 2006 censusn population when is the administrative capital is Eleme?,agg,False,True,True,False,SELECT census_2006_population FROM wikisql_data WHERE administrative_capital = 'Eleme',SELECT COUNT(col2) FROM table WHERE col3 = 'Eleme',"{'agg': 3, 'sel': 2, 'conds': [[3, 0, 'eleme']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[3, 0, 'eleme']], 'count_star': False}"
2285,1-28891101-3,What is the 2006 census population when the area is 159?,agg,False,True,True,False,SELECT census_2006_population FROM wikisql_data WHERE area_km_2 = 159,SELECT COUNT(col2) FROM table WHERE col1 = 159,"{'agg': 3, 'sel': 2, 'conds': [[1, 0, 159]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[1, 0, 159]], 'count_star': False}"
2290,1-2897457-2,How many draft picks is player byron dafoe?,agg,False,True,True,False,SELECT pick FROM wikisql_data WHERE player = 'Byron Dafoe',SELECT COUNT(col0) FROM table WHERE col1 = 'Byron Dafoe',"{'agg': 3, 'sel': 0, 'conds': [[1, 0, 'byron dafoe']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'byron dafoe']], 'count_star': False}"
2386,1-30007801-1,How many 3rd runner up values does Turkey have?,agg,False,True,True,False,SELECT col_3rd_runner_up FROM wikisql_data WHERE country_territory = 'Turkey',SELECT COUNT(col5) FROM table WHERE col1 = 'Turkey',"{'agg': 3, 'sel': 5, 'conds': [[1, 0, 'turkey']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[1, 0, 'turkey']], 'count_star': False}"
2388,1-30007801-1,What is the number of 1st runner up values for Jamaica?,agg,False,True,True,False,SELECT col_1st_runner_up FROM wikisql_data WHERE country_territory = 'Jamaica',SELECT COUNT(col3) FROM table WHERE col1 = 'Jamaica',"{'agg': 3, 'sel': 3, 'conds': [[1, 0, 'jamaica']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'jamaica']], 'count_star': False}"
2424,2-1010430-2,"Which Rank number has a Silver of 0, Gold of 2 and total smaller than 2?",agg,False,True,True,False,SELECT rank FROM wikisql_data WHERE silver = 0 AND gold = 2 AND total < 2,SELECT COUNT(col0) FROM table WHERE col3 = 0 AND col2 = 2 AND col5 < 2,"{'agg': 3, 'sel': 0, 'conds': [[3, 0, 0], [2, 0, 2], [5, 2, 2]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 0, 0], [2, 0, 2], [5, 2, 2]], 'count_star': False}"
2434,2-10084187-2,"For the Hockey East conference, what is the total number of win percentages when there are less than 4 bids?",agg,False,True,True,False,SELECT SUM(win) FROM wikisql_data WHERE conference = 'Hockey East' AND of_bids < 4,SELECT COUNT(col3) FROM table WHERE col0 = 'hockey east' AND col1 < 4,"{'agg': 3, 'sel': 3, 'conds': [[0, 0, 'hockey east'], [1, 2, 4]], 'count_star': False}","{'agg': 4, 'sel': 3, 'conds': [[0, 0, 'hockey east'], [1, 2, 4]], 'count_star': False}"
2447,2-1006287-7,Tell me the total number of top 25 for wins less than 1 and cuts made of 22,agg,False,True,True,False,SELECT SUM(top_25) FROM wikisql_data WHERE wins < 1 AND cuts_made = 22,SELECT COUNT(col4) FROM table WHERE col6 = 22 AND col1 < 1,"{'agg': 3, 'sel': 4, 'conds': [[6, 0, 22], [1, 2, 1]], 'count_star': False}","{'agg': 4, 'sel': 4, 'conds': [[1, 2, 1], [6, 0, 22]], 'count_star': False}"
2448,2-1006287-7,Tell me the total number of events for tournament of masters tournament and top 25 less than 6,agg,False,True,True,False,SELECT SUM(events) FROM wikisql_data WHERE tournament = 'Masters Tournament' AND top_25 < 6,SELECT COUNT(col5) FROM table WHERE col0 = 'masters tournament' AND col4 < 6,"{'agg': 3, 'sel': 5, 'conds': [[0, 0, 'masters tournament'], [4, 2, 6]], 'count_star': False}","{'agg': 4, 'sel': 5, 'conds': [[0, 0, 'masters tournament'], [4, 2, 6]], 'count_star': False}"
2478,2-10101173-2,What is the total grid number when Fonsi Nieto had more than 22 laps?,agg,False,True,True,False,SELECT SUM(grid) FROM wikisql_data WHERE rider = 'Fonsi Nieto' AND laps > 22,SELECT COUNT(col4) FROM table WHERE col0 = 'fonsi nieto' AND col2 > 22,"{'agg': 3, 'sel': 4, 'conds': [[0, 0, 'fonsi nieto'], [2, 1, 22]], 'count_star': False}","{'agg': 4, 'sel': 4, 'conds': [[0, 0, 'fonsi nieto'], [2, 1, 22]], 'count_star': False}"
2479,2-10101173-2,"When the grid number is 10, what is the total number of laps?",agg,False,True,True,False,SELECT SUM(laps) FROM wikisql_data WHERE grid = 10,SELECT COUNT(col2) FROM table WHERE col4 = 10,"{'agg': 3, 'sel': 2, 'conds': [[4, 0, 10]], 'count_star': False}","{'agg': 4, 'sel': 2, 'conds': [[4, 0, 10]], 'count_star': False}"
2492,2-10240125-2,"It has a FA Cup Goals smaller than 4, and a FA Cup Apps larger than 7, what is the total number of total apps?",agg,False,True,True,False,SELECT SUM(total_apps) FROM wikisql_data WHERE fa_cup_goals < 4 AND fa_cup_apps > 7,SELECT COUNT(col5) FROM table WHERE col4 < 4 AND col3 > 7,"{'agg': 3, 'sel': 5, 'conds': [[4, 2, 4], [3, 1, 7]], 'count_star': False}","{'agg': 4, 'sel': 5, 'conds': [[4, 2, 4], [3, 1, 7]], 'count_star': False}"
2523,2-10701045-8,What was the crowd when Melbourne was the home team?,agg,False,True,True,False,SELECT crowd FROM wikisql_data WHERE home_team = 'Melbourne',SELECT AVG(col5) FROM table WHERE col0 = 'melbourne',"{'agg': 5, 'sel': 5, 'conds': [[0, 0, 'melbourne']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[0, 0, 'melbourne']], 'count_star': False}"
2556,2-10586064-2,What is the total number of Lunsford votes when the percentage of those votes is 33.85%?,agg,False,True,True,False,SELECT lunsford FROM wikisql_data WHERE lunsford_2 = '33.85%',SELECT COUNT(col2) FROM table WHERE col3 = '33.85%',"{'agg': 3, 'sel': 2, 'conds': [[3, 0, 33.85]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[2, 0, 33.85]], 'count_star': False}"
2570,2-10541352-1,What is the sum of all the years that Landon Donovan won the ESPY award?,agg,False,True,True,False,SELECT SUM(year) FROM wikisql_data WHERE player = 'Landon Donovan',SELECT COUNT(col0) FROM table WHERE col1 = 'landon donovan',"{'agg': 3, 'sel': 0, 'conds': [[1, 0, 'landon donovan']], 'count_star': False}","{'agg': 4, 'sel': 0, 'conds': [[1, 0, 'landon donovan']], 'count_star': False}"
2571,2-10644188-4,How many uninterrupted ranks does john dingell have?,agg,False,True,True,False,SELECT uninterrupted_rank FROM wikisql_data WHERE name = 'John Dingell',SELECT COUNT(col1) FROM table WHERE col2 = 'john dingell',"{'agg': 3, 'sel': 1, 'conds': [[2, 0, 'john dingell']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[2, 0, 'john dingell']], 'count_star': False}"
2594,2-1064198-2,"What was the population of a county in 1960 that had a population of 467,052 in 2000 and 78,812 in 2040?",agg,False,True,True,False,SELECT population_1960 FROM wikisql_data WHERE population_2000 = 467052 AND population_2040 = 78812,"SELECT AVG(col2) FROM table WHERE col3 > '467,052' AND col4 = '78,812'","{'agg': 5, 'sel': 2, 'conds': [[3, 1, '467,052'], [4, 0, '78,812']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[3, 0, 467052], [4, 0, 78812]], 'count_star': False}"
2595,2-1064198-2,"What was the population of a county in 2040 that had a population less than 108,172 in 2000 and less than 107,589 in 1960?",agg,False,True,True,False,SELECT population_2040 FROM wikisql_data WHERE population_2000 < 108172 AND population_1960 < 107589,"SELECT COUNT(col4) FROM table WHERE col2 < '108,172' AND col3 < '107,589'","{'agg': 3, 'sel': 4, 'conds': [[2, 2, '108,172'], [3, 2, '107,589']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 2, 108172], [2, 2, 107589]], 'count_star': False}"
