idx,db_id,question,hardness,fail_type,gold_sql,pred_sql,error_msg
387,course_teach,List the name of teachers whose hometown is not `` Little Lever Urban District '' .,easy,exec_mismatch,"select name from teacher where hometown != ""little lever urban district""",SELECT name FROM teacher WHERE hometown != 'Little Lever Urban District',"gold=[('anne walker',), ('gustaaf deloor',), ('john deloor',), (' | pred=[('gustaaf deloor',), ('john deloor',), ('joseph huts',), ('"
388,course_teach,What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?,easy,exec_mismatch,"select name from teacher where hometown != ""little lever urban district""",SELECT name FROM teacher WHERE hometown != 'Little Lever Urban District',"gold=[('anne walker',), ('gustaaf deloor',), ('john deloor',), (' | pred=[('gustaaf deloor',), ('john deloor',), ('joseph huts',), ('"
389,course_teach,Show the name of teachers aged either 32 or 33?,easy,em_only,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,SELECT name FROM teacher WHERE age = 32 UNION SELECT name FROM teacher WHERE age = 33,
390,course_teach,What are the names of the teachers who are aged either 32 or 33?,easy,em_only,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,SELECT name FROM teacher WHERE age = 32 UNION SELECT name FROM teacher WHERE age = 33,
391,course_teach,What is the hometown of the youngest teacher?,easy,em_only,SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,SELECT hometown FROM teacher WHERE age = (SELECT MIN(age) FROM teacher),
392,course_teach,Where is the youngest teacher from?,easy,em_only,SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,SELECT hometown FROM teacher WHERE age = (SELECT MIN(age) FROM teacher),
393,course_teach,Show different hometown of teachers and the number of teachers from each hometown.,medium,em_only,"SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown","SELECT hometown, COUNT(*) FROM teacher GROUP BY hometown",
394,course_teach,"For each hometown, how many teachers are there?",medium,em_only,"SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown","SELECT hometown, COUNT(*) FROM teacher GROUP BY hometown",
397,course_teach,Show the hometowns shared by at least two teachers.,medium,em_only,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*)  >=  2,SELECT hometown FROM teacher GROUP BY hometown HAVING COUNT(*) > 1,
398,course_teach,What are the towns from which at least two teachers come from?,medium,em_only,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*)  >=  2,SELECT hometown FROM teacher GROUP BY hometown HAVING COUNT(*) > 1,
399,course_teach,Show names of teachers and the courses they are arranged to teach.,hard,em_only,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID","SELECT t2.name, t3.course FROM course_arrange t1 JOIN teacher t2 ON t1.teacher_id = t2.teacher_id JOIN course t3 ON t1.course_id = t3.course_id",
400,course_teach,What is the name of each teacher and what course they teach?,hard,em_only,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID","SELECT t2.name, t3.course FROM course_arrange t1 JOIN teacher t2 ON t1.teacher_id = t2.teacher_id JOIN course t3 ON t1.course_id = t3.course_id",
401,course_teach,Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,hard,em_only,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name","SELECT t2.name, t3.course FROM course_arrange t1 JOIN teacher t2 ON t1.teacher_id = t2.teacher_id JOIN course t3 ON t1.course_id = t3.course_id ORDER BY t2.name ASC",
402,course_teach,What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher?,hard,em_only,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name","SELECT t2.name, t1.course FROM course t1 JOIN course_arrange t3 ON t1.course_id = t3.course_id JOIN teacher t2 ON t3.teacher_id = t2.teacher_id ORDER BY t2.name ASC",
403,course_teach,Show the name of the teacher for the math course.,hard,exec_mismatch,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",SELECT t2.name FROM course_arrange t1 JOIN teacher t2 ON t1.teacher_id = t2.teacher_id JOIN course t3 ON t1.course_id = t3.course_id WHERE t3.course = 'math',"gold=[('kearsley brown',), ('vicente carretero',)] | pred=[]"
404,course_teach,What are the names of the people who teach math courses?,hard,exec_mismatch,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",SELECT t2.name FROM course_arrange t1 JOIN teacher t2 ON t1.teacher_id = t2.teacher_id JOIN course t3 ON t1.course_id = t3.course_id WHERE t3.course = 'math',"gold=[('kearsley brown',), ('vicente carretero',)] | pred=[]"
405,course_teach,Show names of teachers and the number of courses they teach.,hard,exec_error,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name","SELECT t2.name, COUNT(*)",no such column: t2.name
406,course_teach,What are the names of the teachers and how many courses do they teach?,hard,exec_error,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name","SELECT t2.name, COUNT(*)",no such column: t2.name
407,course_teach,Show names of teachers that teach at least two courses.,hard,em_only,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,SELECT t1.name FROM teacher t1 JOIN course_arrange t2 ON t1.teacher_id = t2.teacher_id GROUP BY t1.name HAVING COUNT(*) >= 2,
408,course_teach,What are the names of the teachers who teach at least two courses?,hard,em_only,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,SELECT t1.name FROM teacher t1 JOIN course_arrange t2 ON t1.teacher_id = t2.teacher_id GROUP BY t1.name HAVING COUNT(*) > 1,
412,museum_visit,"Find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low.",easy,exec_mismatch,SELECT name FROM visitor WHERE Level_of_membership  >  4 ORDER BY Level_of_membership DESC,"SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY level_of_membership DESC","gold=[('fernando gago',), ('gonzalo higuaín',), ('guti midfielder | pred=[('fernando gago', 6), ('gonzalo higuaín', 8), ('guti midfie"
414,museum_visit,"Find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young.",easy,em_only,"SELECT name ,  Level_of_membership FROM visitor WHERE Level_of_membership  >  4 ORDER BY age DESC","SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age DESC",
415,museum_visit,Find the id and name of the museum that has the most staff members?,easy,em_only,"SELECT museum_id ,  name FROM museum ORDER BY num_of_staff DESC LIMIT 1","SELECT museum_id, name FROM museum WHERE num_of_staff = (SELECT MAX(num_of_staff) FROM museum)",
417,museum_visit,What are the opening year and staff number of the museum named Plaza Museum?,easy,exec_mismatch,"SELECT Num_of_Staff ,  Open_Year FROM museum WHERE name  =  'Plaza Museum'","SELECT open_year, num_of_staff FROM museum WHERE name = 'Plaza Museum'","gold=[(62, '2000')] | pred=[('2000', 62)]"
419,museum_visit,"find the id, name and age for visitors who visited some museums more than once.",hard,em_only,"SELECT t1.id ,  t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t1.id HAVING count(*)  >  1","SELECT t1.id, t1.name, t1.age FROM visitor t1 JOIN visit t2 ON t1.id = t2.visitor_id GROUP BY t2.visitor_id HAVING COUNT(t2.museum_id) > 1",
420,museum_visit,"What are the id, name and membership level of visitors who have spent the largest amount of money in total in all museum tickets?",hard,exec_mismatch,"SELECT t2.visitor_id ,  t1.name ,  t1.Level_of_membership FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t2.visitor_id ORDER BY sum(t2.Total_spent) DESC LIMIT 1","SELECT t2.id, t2.name, t2.level_of_membership FROM visit t1 JOIN visitor t2 ON t1.visitor_id = t2.id WHERE t1.total_spent = ( SELECT MAX(total_spent) FROM visit )","gold=[('3', 'arjen robben', 1)] | pred=[(3, 'arjen robben', 1)]"
421,museum_visit,What are the id and name of the museum visited most times?,hard,em_only,"SELECT t2.Museum_ID ,  t1.name FROM museum AS t1 JOIN visit AS t2 ON t1.Museum_ID  =  t2.Museum_ID GROUP BY t2.Museum_ID ORDER BY count(*) DESC LIMIT 1","SELECT t2.museum_id, t1.name FROM museum t1 JOIN visit t2 ON t1.museum_id = t2.museum_id GROUP BY t2.museum_id ORDER BY SUM(t2.num_of_ticket) DESC LIMIT 1",
423,museum_visit,Find the name and age of the visitor who bought the most tickets at once.,medium,em_only,"SELECT t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id ORDER BY t2.num_of_ticket DESC LIMIT 1","SELECT t2.name, t2.age FROM visit t1 JOIN visitor t2 ON t1.visitor_id = t2.id WHERE t1.num_of_ticket = (SELECT MAX(num_of_ticket) FROM visit)",
424,museum_visit,What are the average and maximum number of tickets bought in all visits?,easy,em_only,"SELECT avg(num_of_ticket) ,  max(num_of_ticket) FROM visit","SELECT avg(num_of_ticket), max(num_of_ticket) FROM visit",
425,museum_visit,What is the total ticket expense of the visitors whose membership level is 1?,medium,em_only,SELECT sum(t2.Total_spent) FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id WHERE t1.Level_of_membership  =  1,SELECT SUM(t2.total_spent) FROM visitor t1 JOIN visit t2 ON t1.id = t2.visitor_id WHERE t1.level_of_membership = 1,
426,museum_visit,What is the name of the visitor who visited both a museum opened before 2009 and a museum opened after 2011?,extra,em_only,SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  <  2009 INTERSECT SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  >  2011,SELECT t1.name FROM visitor t1 JOIN visit t2 ON t1.id = t2.visitor_id JOIN museum t3 ON t2.museum_id = t3.museum_id WHERE t3.open_year < 2009 INTERSECT SELECT t1.name FROM visitor t1 JOIN visit t2 ON t1.id = t2.visitor_id JOIN museum t3 ON t2.museum_id = t3.museum_id WHERE t3.open_year > 2011,
427,museum_visit,Find the number of visitors who did not visit any museum opened after 2010.,hard,em_only,SELECT count(*) FROM visitor WHERE id NOT IN (SELECT t2.visitor_id FROM museum AS t1 JOIN visit AS t2 ON t1.Museum_ID  =  t2.Museum_ID WHERE t1.open_year  >  2010),SELECT count(*) FROM visitor WHERE id NOT IN (SELECT t1.visitor_id FROM visit t1 JOIN museum t2 ON t1.museum_id = t2.museum_id WHERE t2.open_year > 2010),
433,wta_1,List the first name and birth date of all players from the country with code USA.,easy,exec_error,"SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'","SELECT first_name, birth_date FROM players WHERE country_code = 'USA'",'<' not supported between instances of 'str' and 'int'
434,wta_1,What are the first names and birth dates of players from the USA?,easy,exec_error,"SELECT first_name ,  birth_date FROM players WHERE country_code  =  'USA'","SELECT first_name, birth_date FROM players WHERE country_code = 'USA'",'<' not supported between instances of 'str' and 'int'
